part	new_id	question	answer
test	84	What is the last name of Nicolson's wife?	
test	85	What is the full name of the person whose last three predecessors set the tradition for celebrating Christmas at Sandringham that she follows?	
test	86	What is the name of the best known non-vocal piece by Massenet?	
test	87	What is the last name of the person Clara refuses to dance with?	
test	88	What are the names of the man who gets his hands cut off?	
test	89	What is the full name of the person who describes themselves as a 62-year old Jewish atheist?	
test	90	What is the last name of the person who was transported by helicopter from Perry to Oklahoma City?	
test	91	What is the first name of the person that is intercepted by Ding Bell?	
test	92	Although still open which schools have since changed their names?	
test	93	Who is the boss of Richie's boss?	
test	94	Who gets arrested with Colin?	
test	95	What is the full name of the man who has a friend named Bingham Smith?	
test	96	What is the name of the policy that was reversed in the 1930s?	
test	97	What is the full name of the character who is given an executive job at Callahan auto?	
test	98	What is the first name of the person who offers food for assistance?	
test	99	What is the first name of the person who becomes a major thorn in Henry's side?	
test	100	What is the name of the person who secretly promised to persuade the Mexican Congress to acknowledge the Republic of Texas and to recognize the Rio Grande as the border between the two countries?	
test	101	What is the first name of the person who called John Dalton as a replacement?	
test	102	What is the first name of the person who was was contacted by his former Big in Japan bandmate Jayne Casey?	
test	103	What is the name of the song that would become a jazz and popular music standard?	
test	104	Who is filming the video diary in the cave?	
test	105	What was the name of the person that painted The Old Swimming Hole?	
test	106	What is the last name of the person whose original Yosemite photos were willed to the Yosemite Park Association?	
test	107	What was the name of the drummer on the Self-Destruct tour?	
test	108	What is the full name of the person whose horse is stolen?	
test	109	Who insures the gold MacKay almost died trying to deliver?	
test	110	What is the first name of the girl whose apartment is used for after-hour parties?	
test	111	Whose presence does David hardly tolerate?	
test	112	What is the profession of the man that the high school student shares his name with?	
test	113	What is the full name of the person whose car explodes?	
test	114	What is the last name of the person whose family was financially insecure?	
test	115	What is the pseudonym of the person who is fantasized about?	
test	116	"What repeats the first measure of the fanfare motif on the word ""Erschallet""?"	
test	117	What is the full name of the chart on which Rihanna passed Mariah Carey as the female artist to mark 12 number-one songs fastest?	
test	118	"What is the last name of the person who released ""Them Heavy People?""?"	
test	119	What is the present day name of the city that followed the traditional geomancy following the model of Chang'an?	
test	120	What are the first names of the people that free the general from the camp?	
test	121	What is the first name of the person that the drop-out attaches to?	
test	122	In what town did Woody Grant run into Ed Pegram?	
test	123	What are the names of the people shipped to France?	
test	124	Who is stabbed after insulting one of the women?	
test	125	What are the names of Ravel's two teachers who were key influences on his development as a composer?	
test	126	What is the alias of the volcano that has deposits rich in palagonite?	
test	127	Who does the person that the drifter warns want him to kill?	
test	128	Whose court historian refused to prostrate before him?	
test	129	"What is the name of the person who wrote, ""I feel I have a sort of right to my own field of work""?"	
test	130	What is the nickname of the man who crashes into the bungalow while landing?	
test	131	What are the first names of the people that the guard tells to stop talking?	
test	132	What league will be bringing an expansion team in 2021 to the city that once housed the Seattle Supersonics?	
test	133	What is the name of the man who's style the person who was commissioned by Thomas Potts in 1830 tried to continue?	
test	134	What occupation is held by the man whom Billy refused to pay?	
test	135	Who is found dead near the border?	
test	136	Who owned the  treatment plant that spread the zombie virus?	
test	137	What are the last names of the two people who Palmer said were obvious influences to Curtis?	
test	138	What is the full name of the characters who learn of a string of six murders?	
test	139	What are the full names of the five people involved in the incident who were sentenced in mid-2001?	
test	140	Who does Paul Blart become acquainted with before the nacho eating contest?	
test	141	What was Kanakadasa's scholarly work?	
test	142	"What is the first name of the person who said that Aunt Mimi ""was very aware that John's friends were lower class?""?"	
test	143	What is the full name of the person that had the most powerful empire in the world?	
test	144	What is the name of the trail system that has a parking area at the site of the former CCC camp S-82-Pa?	
test	145	What name does Isabella go by?	
test	146	What are named after trees, residents, and veterans?	
test	147	Who is the cousin of the man who leads the Montagues in a gunfight?	
test	148	What are the first names of the family that is facing serious financial problems?	
test	149	What is the first name of the person that Mildred tells of her imminent marriage to a salesman?	
test	150	What painting does little documentation exist for?	
test	151	What party in the country that is a presidential republic won 3 seats in the 2012 parliamentary election?	
test	152	What is the last name of the public relations manager that revealed he bribed a member of the Associated Press to prevent a story about the man who was arrested for drug possession?	
test	153	What is the last name of the person who Townshend bought the painting from?	
test	154	What is associated with Stela 13?	
test	155	Who is the policeman's daughter partial to?	
test	156	What are the first names of the people who had a fraught relationship?	
test	157	Where did people bribe the guards to help them escape?	
test	158	What was the last name of the person who built the Bramshill House?	
test	159	What is the full name of the person that has their story corroborated by a piece of papyrus??	
test	160	What was relocated from downtown Winnipeg to the airport?	
test	161	What was the name of what the National Science Foundation funded an expedition to investigate?	
test	162	What is the full name of the person Dan accepts a job working for?	
test	163	What are the full names of the people who spend their idle time listening to music and going online?	
test	164	What is the full name of the person who had an interview with Brokaw after the press conference?	
test	165	What is the name of the person that had knives, a gun, ammunition, false passports and revolutionary publications in their apartment?	
test	166	What is the name of the impact site that happened around 66 million years ago?	
test	167	Who imagines that someone will rescue her from her fallen world?	
test	168	What is the the name of the person who was sent to the court of Sun Quan in Nanjing?	
test	169	Whose heart does Milo break?	
test	170	Where is the cartoon painting on permanent display today?	
test	171	What does the man who wants to die along in the woods teach the 10-year-old to tickle trout in order to do?	
test	172	What are the names of the four songs that were recorded by the Kinks that are mentioned in the passage?	
test	173	In what year did Someone in the Dark win a Grammy?	
test	174	Who is Bugs's jousting competitor named after?	
test	175	What city was Bristol Byzantine unique to?	
test	176	What was the first name of the person who was invited but did not attend the service?	
test	177	What exact date did the man who plays roughly 100 dates a year play his 3000th show of The Never Ending Tour?	
test	178	What is the name of the woman who stands her ground?	
test	179	What are the common names of the animal that is mostly sedentary?	
test	180	"What publication listed the ""ludicrously infectious"" single as sixteenth on the 100 Greatest songs of the 2000s?"	
test	181	What animal warns Bin about the tiger?	
test	182	What is the last name of the person who was known for his cartoons in the British press?	
test	183	What location did Starr leave after only ten days?	
test	184	What is the last name of the person who a replacement was found for?	
test	185	What car is given to the punks by the person who runs the gas station?	
test	186	What band is from Stockton?	
test	187	What is thename of the person that fought successful battles but did not manage to spark a coalition of Baltic forces against the Order?	
test	188	Whose brother is the bully hostile toward?	
test	189	What was the last name of the person who began investigating the costs of the capitol project?	
test	190	What is the full name of the man that accuses the owner of the cotton buying company of shortchanging farmers?	
test	191	What is the name of the region in which three species of mangrove trees exist?	
test	192	What is the name of the album said to break past traditional rules of bluegrass music by integrating a jam-band mindset while blending classical folk balladry and rock 'n' roll into the sound?	
test	193	What is the name of Jakob's mother?	
test	194	What is the name of the person that Gabe's attorney wants to get closer to?	
test	195	What is the name of the person who was deprived of his ability to draw power?	
test	196	What are the names of the 5 hillocks?	
test	197	"What was the full name of the person that said ""there should be some sort of manifesto for the return of Britishness""?"	
test	198	Who is the wife of the man that is saved by Fourpack?	
test	199	What number did the album that was certified six-time platinum by the RIAA debut at on the Irish Singles Chart?	
test	200	What is the name of the person Monteux referred to as a crazy Russian?	
test	201	What is the full name of the physicist from Bristol who won the 1933 Nobel Prize?	
test	202	What is the name of the person that maintained his position as court painter?	
test	203	"What is the name of the person who co-wrote the song ""Til It Happens to You"" with Diane Warren?"	
test	204	What is the full name of the football team that played in 16 bowl games?	
test	205	What is the first name of the person who is upgraded to first class?	
test	206	What is the full name of the person who introduces Tommy to model June Evans?	
test	207	What was likely covered by later lava flows on Mauna Loa?	
test	208	What road was expected to increase trade between Cambodia and Vietnam?	
test	209	What are the last names of the two individuals who were respectively the political and administrative heads of the States Department, which was in charge of relations with the princely states?	
test	210	What was the name of the person that advised that Karluk was the soundest and best adapted for our purpose?	
test	211	What is the full name of the person who is credited with very few works?	
test	212	What village did the Priestleys move to?	
test	213	What is the full name of the person whom police suspect aided Dinah in her escape?	
test	214	What is the first name of the person Russell was the biographer for?	
test	215	What is the nickname of the producer that some critics though gained valuable experience working with the R & B singer that had a burgeoning film career in 2001?	
test	216	What was the first name of the person who was able to rally support and the coup collapsed the next morning without any casualties?	
test	217	What was the first name of the person who co-produced an alsum with Ono?	
test	218	What is the first name of the person whose Arthurian work reached its peak of popularity with Idylls of the King?	
test	219	What is the name of the person that conducted a global search and acquired more than 300 items showcasing the history of the Silk Road?	
test	220	What is the last name of the parliament member who led the campaign to end slave trade with the man who wrote the Olney Hymns?	
test	221	What is the name of the person that Rocco tells Artie Jr. to let go?	
test	222	What are the first names of the only two remaining members of Orb?	
test	223	What is the full name of the person who is hired by the foppish aristocrat?	
test	224	Who needs to show that he can be a worthy father?	
test	225	How many cultural and historical objects were involved in the fire at the Rova compound?	
test	226	"What is the full name of the person whose ""island"" music picks include Smiley Smile?"	
test	227	Who tries to kill themself?	
test	228	What is the first name of the person whose parents sent him to Lake Forest to discourage his interest in jazz?	
test	229	What is the first name of the person who works at night?	
test	230	What are the full names of the people whose tranquility is shattered when a plane crashes in a lake before their eyes?	
test	231	What is the rank of the person who tells Lois to destroy the documents?	
test	232	What are the full names of the two employees of an Oakland moving company?	
test	233	"What is the full name of the person who signed the ""Law regarding Measures of State Self-Defense"" with Hitler and Frick?"	
test	234	What is the the name of the person whose father was a house painter and traditional musician?	
test	235	Where does Cole meet the woman he eventually proposes to?	
test	236	What nation did the country that popularized cricket share the 2002 ICC trophy with?	
test	237	"Whose death caused Lennon to think ""We've had it now.""?"	
test	238	What does Tommy Ivo's character compare North America to?	
test	239	What kind of ability does the intellectually disabled man begin to exhibit?	
test	240	In what part of the country was the new Bandyup Women's Prison located?	
test	241	What was the name of the first Harrison composition to become a Beatles A-side?	
test	242	What is the last name of the person who stole something?	
test	243	Which horse does Bud Doyle hope wins the Camden Stakes?	
test	244	What company is renowned for unbreachable security?	
test	245	What is the first name of the person Myers wrote to regularly?	
test	246	What is the last name of the person that agreed with the views of the author of Ordnance Survey of Scotland?	
test	247	The child of which mother was responsible for watching Amy Lee?	
test	248	What song has a mixed meter drum beat middle 8 in 4/4 time with two additional eighth notes at the end?	
test	249	Which giraffe species originated in eastern Africa?	
test	250	What city suffered with 1000 dead after the earthquake?	
test	251	What does Saisyu Kusanagi have?	
test	252	"What was the full name of the composition teach John Grainger said he was ""my only composition teacher""?"	
test	253	What is the full name of the person who is hired to work with the lion tamer?	
test	254	Who manipulated the prisoner that Joe organized a brutal attack on?	
test	255	What is the first name of the man that pawns the watch of the person looking for the missing woman?	
test	256	What's the first name of the person whose brother works with his father at the mill?	
test	257	What are the names of the compilation albums that include the song released on August 1, 1988?	
test	258	What is the name of the store that is currently on Green Street?	
test	259	What is the first name of the person whose land was also spelt Yarrolumla in other documents?	
test	260	What were the names of the two people, who unlike Saint-Saëns, were drawn to the song cycle?	
test	261	What is the last name of the person who had to make his own fortunes?	
test	262	What does Polly's mom do for a living?	
test	263	What is the full name of the person whose near sole champion in the years after his death was Pullan, his brother-in-law?	
test	264	What is the name of the competition Ravel entered for the last time in 1905, inadvertently causing a furore?	
test	265	What was the name of the event where a resolution was adopted that established an independent Lithuania?	
test	266	What is the first name of the Magdalen who became associated with weeping and reading?	
test	267	What are the names of the characters who are said to have opposite personalities?	
test	268	What are the names of the two drones that are not lost?	
test	269	What is the full name of the person that decides to change their life after reading a 40 year old letter?	
test	270	What is the name of the release that was widely acclaimed by critics?	
test	271	What is the full name of the person that took the throne from Asif Jah I?	
test	272	What is the name of the person that created the Oviri ceramic?	
test	273	Who is told that Ruth is married to the commodore?	
test	274	What is the first name of the person whose plans were developed in collaboration with Augustus Pugin?	
test	275	What is the name of the group that contains 39 structures arranged around plazas?	
test	276	What was labeled as a sister group in 1974?	
test	277	What is the last name of the person that wanders into a minefield?	
test	278	What is the name of the person that wanted to add a statement about the impending defeat of Germany?	
test	279	Which hiking trail in Bryce Canyon has the longest estimated hiking time?	
test	280	What is the name of the group that arrived in eastern foothills near Whychus Creek by May or June, and then climbed to higher pastures in August and September?	
test	281	What is the first name of the person who was largely self-taught?	
test	282	What is the first name of the person who goes naked to a window?	
test	283	What is the last name of the person who went to Mexico City alone?	
test	284	In what city was Giovanni Battista Vaccarini's style unaccepted?	
test	285	What is the name of the person who insists that she and Dustin remain friends?	
test	286	What is the last name of the person who is found to be telling the truth after an interrogation?	
test	287	What often serves as the focal point of public gatherings in Riga?	
test	288	What's the first name of the person whose wife Jed falls in love with?	
test	289	What is the name of the song that reflected on the person who worked with Hole's struggle for sobriety?	
test	290	What is the full name of the person who constructed an alphabet of phonetic hieroglyphic characters?	
test	291	What is the name of the person John Wittaker takes to meet his family?	
test	292	What is the first name of the person who blames their paralysis on a doctor?	
test	293	What is the full name of the person who was trapped under the debris of her former home?	
test	294	What two brands of amplifiers do grunge guitarists use?	
test	295	What is the first name of the person Aaliyah met in 2000 through an accountant?	
test	296	"What is the first name of the King who wrote that ""some of our sea officers have shown such cowardly and careless behavior [that they] have placed the safety, welfare and defense of the kingdom at great peril""?"	
test	297	What is the full name of the name of the Prime Minister that attended the opera that was delayed due to a possible bomb threat?	
test	298	What band had Moulder left?	
test	299	What is the precise title of the work El Greco extended an offer to Pope Pius V to paint over?	
test	300	What's the full name of the person Blind Lemon plays shows with?	
test	301	Whose is accused of having an affair?	
test	302	What did Mozart hear in Mannheim?	
test	303	What span of years saw the kingdom that was diminished to a princely state as an important center of art and culture in India?	
test	304	What are the full names of the people that Abaqa sent envoys to?	
test	305	Which daughter was directly responsible for the mother's death?	
test	306	What was the full name of the person who served on three Sundays taking care of the responsibilities for church music?	
test	307	Who is married secretly?	
test	308	Who is dating Naadirah?	
test	309	Who comes under the tutelage of a math genius teacher?	
test	310	What is the full name of the person who is unhappily married to a temperamental producer?	
test	311	What is the name of the person that established the first chartered burghs in the country where the main land measurement was the davoch?	
test	312	What is the first name of the person whose mother tries to discourage her?	
test	313	"What is the name of the group that ""[uses] lyrics to convey ideas while using them for the pleasurable way the words sound""?"	
test	314	What is the current name of the building that was transformed in 1912?	
test	315	The mothers of what species might not be able to tell which of the babies they care for are their own?	
test	316	What album was the track from that received a Grammy nomination at the 50th Grammy awards?	
test	317	What is the last name of the person who was one of the foremost French composers of his generation?	
test	318	What is the name of the person who accepted his fist public commission for West Wind for the London Underground Building at 55 Broadway in London?	
test	319	What is the name of the restaurant that was serving between 1,500 and 2,000 meals on a daily basis within five weeks of opening?	
test	320	What was the name of the person Cal sleep with after school?	
test	321	What region's local residents did international environmental organizations establish programs to help?	
test	322	What is the full name of the person that Lady Clarissa is in love with?	
test	323	What is the full name of the person who started in the Ahengalerie and the Ordensbau, working there from 1803 to 1806?	
test	324	Who is flirted with?	
test	325	Whose sister did Nick sleep with?	
test	326	What country has one of the highest concentrations of surviving mosaic art?	
test	327	Who is the detective trapped along with a blind girl in cubes?	
test	328	What were the last names of the two people who aimed to increase the wealth and revenue of Mysore?	
test	329	What is the full name of the person whose boyfriend is humiliated?	
test	330	Who are competing for a promotion at work?	
test	331	What is the first name of the brother of the man who neither asserted nor denied his paternity of Delaborde?	
test	332	What are the first names of the people that play together consistently?	
test	333	What is the title of the person that the gun was illegally taken from after it was paid for?	
test	334	What is the last name of the person that runs into Nick Memphis and takes his car?	
test	335	What is the name of the song that has been noted for the way its improvisations feel less improvised than composed by the artist that largely self-taught?	
test	336	What is the alternative action Lobo will take that convinces the escaped convict to agree to participate in Conway's experiments?	
test	337	What two movements did the man who taught a variety of positions help influence toward the end of his life?	
test	338	What is the full name of the person who is the television reporter that brings in a priest versed in Catholic exorcism rites?	
test	339	What is the last name of the person who was to paint a portrait of children?	
test	340	What was the name of the case where the Supreme Court of Canada held that the right of an accused to be present in court during the whole of his trial includes the jury selection process?	
test	341	What is the nickname of the person who encounters a coach being robbed?	
test	342	"""Miss You"" was the lead single on which album?"	
test	343	What volcanic belts are separated by areas where no recent volcanism has occurred?	
test	344	Who runs out of a cave and into a diner after seeing aliens?	
test	345	What did the land agents do that caused the aristocratic income to fall?	
test	346	"What is last name of the critic that compared the band influenced by The Ramones to ""Bob Mould fronting Soul Asylum""?"	
test	347	What were the full names of the people who performed the song in a similar choreography from the music video?	
test	348	What is the full name of the person Percival C. Keith worked for?	
test	349	What is the first name of the person who stared at the closet?	
test	350	What was the full name of the person that had their car vandalised?	
test	351	What was the full name of the album that was compared to the works of Brian Eno and Robert Fripp?	
test	352	What part of the church did Nikolova consider unsuitable for the baptism?	
test	353	What is the full name of Jane's accuser?	
test	354	What is the name of the helmet given a polychrome appearance by portions of the gilded bottom ornamentation as well as all its silver, gold, and iron components?	
test	355	Who does the man who's wife dies in a car accident match with his uncle?	
test	356	What alternate name does Frank Stockburn's son go by?	
test	357	What is the name of the cranky lady at the geisha house that Chiyo goes to?	
test	358	What are the names of the two people who formed the supergroup?	
test	359	What is the full name of the person that left when Wallace was two years old?	
test	360	What is the last name of the person who acknowledges Burges's debt to the manufacturers and craftsmen with whom he worked?	
test	361	What was the full name of the person whose men offered assistance to the fleeing citizens?	
test	362	What is the full name of the person whose body Urp use to blend in with the locals?	
test	363	What city was the inaugural benefit of the foundation chaired by the woman who performed a tribute to Michael at the 2009 MTV Video Music Awards?	
test	364	What is the nickname of the person who helps Chisum and his sidekick stop the bandits?	
test	365	What is the name of the person that attended the University of Edinburgh?	
test	366	"What is the name of the album for which the first two songs recorded were ""Who Are the Brain Police?"" and ""Any Way the Wind Blows""?"	
test	367	Who are the members of The Splitz?	
test	368	Whose legacy began under Belisle?	
test	369	What was the name of the person who was teaching students by the time he was 15?	
test	370	What is the full name of the person who is engaged to Lois Clarke?	
test	371	What is the name of the supergroup that never completed an album?	
test	372	What is the full name of the character whose daughter occasionally swims in a mermaid costume.?	
test	373	What is the precise modern-day name of the park whose land was once home to Native Americans, followed by settlers who cleared the forests for subsistence farming and later built sawmills?	
test	374	What was the first name of the man who suddenly died after the 33rd performance of his opera?	
test	375	What is the first name of the person whose first step was to found the Russian Musical Society??	
test	376	What is the name of the song that is an account of promiscuity in a Berlin area?	
test	377	What is the full name of the person who begs Tom to leave her alone?	
test	378	Who are Bo, Bust-Ass and Tip friends with?	
test	379	What is the first name of the person who who had not previously attempted an opera, was initially skeptical, assuming that Sellars was proposing a satire?	
test	380	What is the first name of the person who has influenced performance for many groups?	
test	381	"What is the name of the artist that provided a toast on the album that ""Hey Baby"" was one of the first songs written for?"	
test	382	What is the name of the person who wrote on toilet paper?	
test	383	In what countries was No Line on the Horizon recorded?	
test	384	What is the exact name of the confrontation at whose end the last V bombers were withdrawn in 1966?	
test	385	What site did John Doyle Lee estable a permanent ferry?	
test	386	Where is the group that Captain Marco commands prior to escape?	
test	387	"What is the name of the band that was told by several Warner Bros.' target radio stations to ""come back to us when you have a melody in your song""?"	
test	388	What was the position held by the man who captured Lhasa in 1904?	
test	389	Who becomes Count Mitterhaus' mistress?	
test	390	What is the first name of the person who disguised his account of an illicit affair in cryptic, Dylanesque language?	
test	391	What is the name of the organization that refused permits to appear in US concerts for the band that once performed as the Bo-Weevils?	
test	392	What is the first name of the person whose debut album her father oversaw?	
test	393	What is the better-known last name of the person who sang in church during her childhood?	
test	394	How wide in feet is the Hudson Valley Rail Trail?	
test	395	Who is friends with the embittered scientist?	
test	396	What is the full name of the person that asked for a bishop to baptize his people?	
test	397	What is the name of the song that was a top ten hit in the UK from the David Live album?	
test	398	What is the name of the person who blames himself for his father's death?	
test	399	Which place looks like the 1960s?	
test	400	What is the last name of the person who uncovers an old, rusty gun?	
test	401	What was attempted to be converted into a hiking trail?	
test	402	What publication paid $105,00 for the story from the person that discovered Elvis in an unresponsive state?	
test	403	In what year were an estimated 52,000 tons of rosewood lumber harvested before the situation improved in Morojejy?	
test	404	What is the profession of the murderer?	
test	405	What is the last name of the person whose grandmother needs to go to a nursing home?	
test	406	What are the full names of the two Ethiopian historians that have argued that modern Ethiopian studies were an invention the the 17th century?	
test	407	What is the last name of the person who found critical and commercial success in Paris?	
test	408	What type of literature was supported in the 11th century by the kingdom that became independent after the death of Pulakeshin II?	
test	409	Who plotted their attack over several days and managed to conceal their plans from most of the French?	
test	410	What tragic event do Charlie's parents witness?	
test	411	What is the real first name of the person who has a religiously conservative mother?	
test	412	What is the first name of the person who neglected to cover the necessary costs of his burial in his will?	
test	413	What is the last name of the person who called for the general's immediate dismissal on the grounds that his actions rendered him no longer useful to the war effort?	
test	414	What day was declared worldwide Katyn Memorial Day?	
test	415	"What has been called ""unquestionably one of the most beautiful"" of English cathedrals?"	
test	416	What is the full name of the journalist who compared the influential band to other Britpop bands?	
test	417	After the Following the Great Reform Act of 1832, what are the full names of the two elected officials?	
test	418	What are the exact names of the six stone gatehouses built in North West England in the 12th or 13th centuries?	
test	419	What is the full name of the person who is traveling to the isolated estate of his wealthy client and friend?	
test	420	"What is the last name of the person who noted ""when we remember the unrecorded destruction wrought throughout the centuries upon this interesting and isolated megalithic necropolis?"	
test	421	What two events were the American pressman alerted to that were going to coincide together?	
test	422	What's the full name of the person that Lily wants to be more feminine?	
test	423	What are the full names of the two characters who wait 22 hours on overwatch?	
test	424	Who comes to the pawn shop to buy a guitar?	
test	425	What is the full name of the person who died in 1101?	
test	426	Which college students frighten the other by making noises at the campsite?	
test	427	What is the full name of the man who found the album that had Timbaland produce on it to have ballads that were improvements from the last album?	
test	428	What was the full name of the musicologist who commented on Smetana's close identification with Czech nationalism?	
test	429	What is the name of the person whose second studio album was One in a Million?	
test	430	What were the two terms that were essentially interchangeable?	
test	431	What is the last name of the person who continued to form acquaintanceships with other experimental and serialist composers ?	
test	432	"What is the last name of the person whose limousine driver described him as ""genuinely dumbfounded by the whole affair""?"	
test	433	Who does the chef talk to after he is furious that the plants were sold to someone else?	
test	434	What is the full name of the person who soon alienated the established residents?	
test	435	What did Helmut Huhemann repair?	
test	436	In which city is the pet cemetery located?	
test	437	Who is travelling to the Cinerama Dome?	
test	438	What are the names of the three album tracks that were made available for streaming on June 26, 2006 via the Spanish website Rafabasa.com.?	
test	439	What did Byelorussia become after 1991?	
test	440	What types of government officials does the President of Cemeroon appoint?	
test	441	What is the full name of the person that said Jamal Al-Durrah's injuries were from a shooting?	
test	442	"What is the name of the site described by Grinsell as ""the finest and most complete"" of the group?"	
test	443	Who is Cookie's father married to?	
test	444	What is the name of the band whose typical punk and funk style was integrated on Blood Sugar Sex Magik?	
test	445	What is the first name of the person whose parents and friends welcome him into the world?	
test	446	What was the last name of the person who had a large pond or lake dug?	
test	447	What is the last name of the person whose tenure in in Mühlhausen was from 1706 to 1708?	
test	448	What group had been recently mocked by the Manchester Observer?	
test	449	What was the name of the person whose new wife was Queen Alexandra?	
test	450	What three species does the Zapata Swamp give name to?	
test	451	Who hands the crown to his kinsman Constantine and is taken to the isle of Avalon to be healed of his wounds?	
test	452	What is the full name of the person whose elder brother was Someshvara II?	
test	453	What is the full name of the person who paired with Rix Nicholas to set out and paint the landscape?	
test	454	What is the last name of the person who contributed to albums and hit singles as a songwriter?	
test	455	What is the first name of the man that extorts the smuggler after discovering what the cargo is?	
