part	new_id	question	answer
test	204	"List some of the great houses that appear in the series ""A Song of Ice and Fire."""	
test	205	How are the teams which qualify for the National Football League Playoffs determined?	
test	206	What are the words of House Tyrell?	
test	207	Which US city is known to be the bachelorette party center of the country, besides Las Vegas?	
test	208	Who is Santa Clause?	
test	209	What is Adderall?	
test	210	What is a Ferocactus	
test	211	What is the political philosophy of isolationists?	
test	212	what happens when you blow air into alkaline water?	
test	213	Name the Khals known to currently be alive in A Song of Ice and Fire.	
test	214	What are different ways to make eggs?	
test	215	When was the Bitcoin whitepaper published?	
test	216	"Who are some of the main characters in the show ""South Park""?"	
test	217	Who regulates banks in Australia?	
test	218	What are people from Wisconsin also referred to as?	
test	219	Name a style of hot yoga.	
test	220	What is the format of an email?	
test	221	What is the Shiba Inu (crypto)?	
test	222	What is a viral video?	
test	223	What are two languages spoken in Spain other than Castilian Spanish?	
test	224	What is the difference between American Football and European Football?	
test	225	What is Bart Simpson's best friend named?	
test	226	What is the difference between open-toed and close-toed shoes?	
test	227	Name some male celebrities who have been diagnosed with breast cancer.	
test	228	What are the toxic house plants for cats?	
test	229	What is a phenotype?	
test	230	What is a less known rule or move in Chess?	
test	231	How many syllables are in the word smarter?	
test	232	What are the main ingredients for making bread?	
test	233	Name one science fiction book from China	
test	234	What causes a spinning top to stop?	
test	235	Is it safe to look at the sun directly?	
test	236	How to lose weight?	
test	237	What does airplane glide ratio mean?	
test	238	What is a Fixed asset in finance?	
test	239	What are popular street foods from Maharashtra in India	
test	240	What are some good yoga poses for beginners?	
test	241	What is the fastest train in the world?	
test	242	What causes a recession?	
test	243	What is the national day of Germany?	
test	244	Provide a list of body parts that are only three letters long. Here are some body parts that are three lettered words: toe, rib, eye, ear, leg and jaw.	
test	245	What is the loudest animal on Earth?	
test	246	Is learning piano on a keyboard just as effective as learning on a grand/upright piano?	
test	247	Stan laurel, Mickey Rooney, Lana Turner what in common	
test	248	Why do children of Indian Origin do well in SpellBee contests in the USA?	
test	249	2021 Nobel Prize was awarded to which all Journalists	
test	250	What is the difference between a pomelo and a grapefruit?	
test	251	Name five NFL teams in the AFC.	
test	252	What is the difference between income and property taxes?	
test	253	Who was the Greek goddess of love	
test	254	"Who is the primary male protagonist on the TV show ""The X-Files""?"	
test	255	What is the capital of Germany?	
test	256	What are the four seasons of the year?	
test	257	What are the words of House Allyrion?	
test	258	Who created Sesame Street?	
test	259	Who is the prime minister of India?	
test	260	Where can you observe the stars?	
test	261	What is a bond	
test	262	What is nomadism?	
test	263	"Give me a title of one of the ""Harry Potter"" novels."	
test	264	When was the last time the Cubs won the World Series	
test	265	Total 15 PMs served under Queen Elizabeth II, name the last PM	
test	266	Name some TV shows that American actress Gillian Anderson has been in.	
test	267	What are the pros and cons of high interest rates?	
test	268	What is brackish water and where does it occur?	
test	269	Do archaeologists dig up dinosaurs?	
test	270	How do government control inflation?	
test	271	Name every month that has 30 days	
test	272	What area in Washington is best known for its wine production?	
test	273	Name five cities in the state of Texas.	
test	274	Which episode did Daenerys Targaryen lose her dragon, Viserion, to a White Walker's spear?	
test	275	How many keys are in a standard piano?	
test	276	When was the Hundred Years War and who fought in it?	
test	277	What is skydiving?	
test	278	What was the first commercial relational database product launched in the market?	
test	279	Who is Linda Hargreaves	
test	280	Home many storage options does Azure Synapse provide?	
test	281	Why is November 14 celebrated as world diabetes day?	
test	282	What is the difference between the Debt Snowball and Debt Avalanche methods of paying off debt?	
test	283	What is the JDK?	
test	284	Whats the name of the person who wrote  the US declaration of independence?	
test	285	How many albums has Taylor Swift released?	
test	286	Who won the 2022 Masters golf tournament?	
test	287	What sport is Ruud Gullit known for	
test	288	Name some books that Jane Austen is best known for.	
test	289	What is net worth?	
test	290	What are the primary causes of inflation?	
test	291	What is deep dish pizza?	
test	292	Which is the mighty river that begins at Lake Itasca in Northern Minnesota	
test	293	What are the typical items used to create a Haft-sin?	
test	294	What are the primary colors?	
test	295	What is the stock market?	
test	296	Which episode does Jon Snow lead a battle where he is outnumbered by Ramsey Bolton?	
test	297	What is the difference between a goose and a geese?	
test	298	India’s overall food grain production (based on 4th Advance estimates) is estimated to have touched how much?	
test	299	What is a homonym?	
test	300	Which was the first satellite launched by China?	
test	301	"Give me a title of one of the ""Harry Potter"" novels."	
test	302	Where was the 2017 European Judo Championships held	
test	303	Are cats or dogs better?	
test	304	What is the difference between archaeology and paleontology?	
test	305	Why is sailing so much fun?	
test	306	What is functional genomics?	
test	307	Who is Robert Kiyosaki?	
test	308	What is a grocery store?	
test	309	What makes the platypus such an interesting animal?	
test	310	What is a trumpet?	
test	311	What is a rocking chair?	
test	312	How can I decide what bike I should get?	
test	313	What are the main football teams in the city of Madrid?	
test	314	Who wrote Beloved?	
test	315	Who let the dogs out?	
test	316	What is the smallest state in the United States?	
test	317	What is the meaning of life?	
test	318	"What are the titles to the six volumes of Sir Winston Churchill's ""The Second World War""?"	
test	319	How does the German voting system work?	
test	320	Who was given Stockholm Water Prize 2022 ?	
test	321	In the series A Song of Ice and Fire, who is the founder of House Tarly?	
test	322	How many octaves does a harpsichord have?	
test	323	Is GitHub Actions are free?	
test	324	What is the purpose of using Terraform modules ?	
test	325	What are some examples of movies that won best picture in the 1990s?	
test	326	Which U.S president had a home called The Hermitage?	
test	327	In Digital Marketing, what is the difference between SEO and SEM?	
test	328	What is the difference between the Masters and the U.S. Open in golf?	
test	329	How are Social Security and Medicare in the USA funded?	
test	330	"What is the name of the gruff and tough female Viper pilot on the 2003 reboot of ""Battlestar Galactica""?"	
test	331	Where does the word plumbing originate from?	
test	332	What is a Romance language?	
test	333	what type of economy is China?	
test	334	What are all the different types of alpaca breeds?	
test	335	When was the first Academy Awards?	
test	336	Did Ghana lose by 100 against India in a soccer game?	
test	337	How do you brew beer?	
test	338	What are some of the most popular undergraduate majors at UC Berkeley?	
test	339	What gear do you need to go on a backpacking trip?	
test	340	Who are the top Presidents of USA	
test	341	Who are some famous Greek philosophers?	
test	342	What is the difference between American Football and Futbol?	
test	343	What are the words of House Bolton?	
test	344	Best Actor award in 27th Screen Actors Guild(SAG) Awards was given posthumously to whom?	
test	345	Who is John D. Rockefeller?	
test	346	How do you change a bicycle tire?	
test	347	What are common executive roles at large companies?	
test	348	What is Orchesis - either professional or amateur	
test	349	What is the largest state in the United States?	
test	350	Did Gary Collins played in the NHL	
test	351	Why do people live in homes?	
test	352	What was the world’s first high level programming language 1957	
test	353	What are the Grand Slams of tennis?	
test	354	What is Arsenal FC?	
test	355	What was the The second capital of Chandragupta II	
test	356	What are the names of Daenerys Targaryen's three dragons?	
test	357	Best film in Motion Picture  27th Screen Actors Guild(SAG) Awards was given to which film?	
test	358	Who is Ali G?	
test	359	What are five popular songs by Jack Harlow?	
test	360	What kind of dog breed do you get when you mate a poodle with an old english sheep dog?	
test	361	Which country is alphabetically last	
test	362	What are the words of House Fowler?	
test	363	What is GitHub Actions?	
test	364	How many maharatna companies are there in India?	
test	365	Who is the all time leading goal scorer in the NHL?	
test	366	How can I avoid sunburn?	
test	367	What is the state capitol of Nevada?	
test	368	How does a tack work in windsurfing?	
test	369	What is the difference between a banana and a plantain?	
test	370	What are the pros and cons of working from home rather than going into an office downtown?	
test	371	What is Brazilian Jiu Jitsu?	
test	372	Which NFL teams have gone to the Super Bowl only once and won?	
test	373	What is ChatGPT?	
test	374	How many cents do I have if I have 3 dollars and a dime?	
test	375	What are popular young adult books?	
test	376	What is the highest score possible in ten pin bowling?	
test	377	How many miles per year does the average person drive?	
test	378	Does Alaska have any professional sports teams?	
test	379	Are there still grizzly bears in California?	
test	380	Who was the first human to walk on the moon?	
test	381	What is RBI?	
test	382	What is the largest land animal in the world?	
test	383	How is the order of the NFL draft determined?	
test	384	What are the words of House Targaryen?	
test	385	What is solar wind?	
test	386	How many innings are played in a professional baseball game?	
test	387	What is the oldest type of flight technology?	
test	388	What is a crypto (cryptocurrency)?	
test	389	What is Flink?	
test	390	When did Delaware join the United States?	
test	391	What are the different kind of hits in baseball?	
test	392	What are the words of House Baratheon?	
test	393	Which is heavier: 1kg of flour or 1kg of steel?	
test	394	What is the California Alpine Club?	
test	395	Who spoke at NYU's 2022 commencement?	
test	396	How does screen printing work?	
test	397	How many different Alaska Native tribes are there?	
test	398	Where is Hesse's Demi Bastion	
test	399	What is the difference between guitar and ukulele?	
test	400	My air conditioner quit working how do I fix it?	
test	401	Who is Sachin Tendulkar?	
test	402	What size of snowboard should I use?	
test	403	What are the drawbacks of nuclear fusion?	
test	404	What does AWS stand for?	
test	405	How do you throw a cutter in baseball?	
test	406	Who wrote the most episodes of season four of Game of Thrones?	
test	407	What is heavier? A pound of feathers or a pound of iron?	
test	408	Why do people purchase ski passes?	
test	409	what are the different types of music genres	
test	410	"The Weeknd samples which '80s megahit in ""Blinding Lights?"""	
test	411	What is a baseball hat?	
test	412	Which US state is best for observing the aurora borealis phenomenon?	
test	413	When did Florida become a state?	
test	414	Who are some famous classical composers?	
test	415	What was the Great Depression?	
test	416	What is Project Mosaic?	
test	417	What is a forest?	
test	418	What type of poetry is Sappho best known for?	
test	419	What s epigenomics?	
test	420	What is a synapse notebook?	
test	421	What is pleitropy?	
test	422	What is a NBA super team?	
test	423	Anderson Peters (gold winner) hits the 90 metre mark with a throw of	
test	424	Which NFL teams have never gone to the Super Bowl?	
test	425	Who is your favorite player on the Golden State Warriors?	
test	426	When was world war 2?	
test	427	Who is Geling Yan?	
test	428	Who wrote the children's novel Swallows and Amazons	
test	429	Who founded Amazon?	
test	430	How many cents do I have if I have 3 dimes?	
test	431	Where were the Declaration of Independence, the Constitution, and the Bill of Rights stored during World War II?	
test	432	What is the name of the flag carrier airline of the Netherlands?	
test	433	What is a NFT?	
test	434	In Asia Cricket Cup 2022 ,Player of the match was	
test	435	How many football national championships has the University of Georgia won?	
test	436	Name a few popular metal genres	
test	437	which country surrounds India?	
test	438	What is a group of cats called?	
test	439	Why is soccer the most popular sport in the world?	
test	440	How do you make Crawfish bread?	
test	441	What is the capital of Spain and what is it's population?	
test	442	Who are some of the most influential women's hockey players	
test	443	Which artist made the hit song One More Time?	
test	444	How often do Germans vote?	
test	445	Who are the considered to be the best soccer players of all time, and what countries are they from?	
test	446	What is Redshift?	
test	447	In what year did the Pac-10 Become the Pac-12?	
test	448	What is paella?	
test	449	Name three countries where Arabic is the official language.	
test	450	What is the capital of Florida?	
test	451	Does Bolivia have two capital cities?	
test	452	Why we need music?	
test	453	Which ingredients does a margarita pizza consist of?	
test	454	What is the field of study that looks at tissues and their structure?	
test	455	What is the Foresight discipline?	
test	456	Who wrote Democracy in America?	
test	457	What does the phrase “ignorance is bliss” mean?	
test	458	Where is the basketball Hall of Fame?	
test	459	Name five NBA teams in the Western Conference.	
test	460	Did Professor Snape jinx Harry's broom during his first quidditch match?	
test	461	how do you rate strength of tornado	
test	462	What is celiac disease?	
test	463	What kind of species is the Eulima venusta	
test	464	What were the last ten states to enter the union of the United States?	
test	465	How can you tell how old a tree is?	
test	466	Where was the 7th edition of Slinex conducted?	
test	467	Why is Massachusetts known as the Bay State?	
test	468	Why did people stop using Perl?	
test	469	Can you name five of the most successful professional golfers in history?	
test	470	What does the company Navibulgar do	
test	471	Who was the first country to win the cricket world cup in their home soil	
test	472	What football team did Jerome Bettis play for?	
test	473	"What does the phrase ""the Carolinas"" refer to?"	
test	474	How do solar panels work?	
test	475	Is FreeBSD a Linux distribution?	
test	476	What entree is associated with American Thanksgiving?	
test	477	What empire was Augustus the leader of?	
test	478	Where is the best place in my home to store valuable and sensitive documents?	
test	479	Who was Nikola Tesla?	
test	480	What is mass spectrometry?	
test	481	Why was revenge of the jedi renamed to return of the jedi?	
test	482	What is a good dad joke?	
test	483	Why do dogs make great pets?	
test	484	What is the difference between AWS ECS and EKS?	
test	485	What is a haiku?	
test	486	What is archaeology?	
test	487	Which French philosopher created analytical geometry	
test	488	Can you explain the Keto diet and ketosis?	
test	489	Where was the beer Yuengling founded?	
test	490	What was Britain called - before it was Britain	
test	491	Who are U2	
test	492	What is Impala?	
test	493	What is the value of x if x^2 = 4?	
test	494	How difficult is it to learn how to water ski?	
test	495	Where do chia seeds come from?	
test	496	Name some rap albums that were released in 2022.	
test	497	When and where did Pokemon Go first launch?	
test	498	What is data science?	
test	499	Name top 10 companies from the Fortune 500 list in 2022	
